date,product_name,category,season,market_demand,weather_impact,base_price,price,month,year,day_of_year
2022-07-09,Oranges,Fruits,Summer,low,high,137.95083374449848,77.21,7,2022,190
2022-07-09,Mangoes,Fruits,Summer,high,high,33.87404215126293,36.16,7,2022,190
2022-07-09,Grapes,Fruits,Summer,high,medium,58.795376382439734,56.57,7,2022,190
2022-07-09,Rice,Grains,Summer,low,low,157.36795242660008,113.22,7,2022,190
2022-07-09,Wheat,Grains,Summer,low,medium,182.64941198242312,125.63,7,2022,190
2022-07-09,Corn,Grains,Summer,high,low,30.63690021408559,35.08,7,2022,190
2022-07-09,Barley,Grains,Summer,high,medium,177.36081034490329,174.4,7,2022,190
2022-07-09,Oats,Grains,Summer,medium,low,90.15668973676857,72.87,7,2022,190
2022-07-09,Milk,Dairy,Summer,medium,medium,88.69014917609601,70.59,7,2022,190
2022-07-09,Cheese,Dairy,Summer,high,high,164.42377924866756,147.76,7,2022,190
2022-07-09,Butter,Dairy,Summer,medium,low,95.85992748426453,89.6,7,2022,190
2022-07-09,Yogurt,Dairy,Summer,low,medium,42.94171269611641,30.46,7,2022,190
2022-07-09,Cream,Dairy,Summer,high,none,168.68702929998292,210.76,7,2022,190
2022-07-09,Chicken,Meat,Summer,medium,medium,196.72376478691297,161.23,7,2022,190
2022-07-09,Beef,Meat,Summer,low,high,133.08285988339065,83.65,7,2022,190
2022-07-09,Pork,Meat,Summer,medium,none,100.97159743506066,91.61,7,2022,190
2022-07-09,Fish,Meat,Summer,medium,none,37.37620463517935,30.36,7,2022,190
2022-07-09,Lamb,Meat,Summer,low,low,104.37823378361105,72.8,7,2022,190
2022-07-16,Tomatoes,Vegetables,Summer,high,low,73.50280538755109,85.67,7,2022,197
2022-07-16,Potatoes,Vegetables,Summer,medium,none,28.66571047610362,24.92,7,2022,197
2022-07-16,Onions,Vegetables,Summer,high,medium,81.27305180292164,78.37,7,2022,197
2022-07-16,Carrots,Vegetables,Summer,low,high,63.11183058371686,35.03,7,2022,197
2022-07-16,Spinach,Vegetables,Summer,medium,low,124.90523031502813,108.36,7,2022,197
2022-07-16,Apples,Fruits,Summer,low,medium,138.5885126252127,89.6,7,2022,197
2022-07-16,Bananas,Fruits,Summer,low,none,152.76183483670883,99.71,7,2022,197
2022-07-16,Oranges,Fruits,Summer,medium,high,176.339271137652,147.2,7,2022,197
2022-07-16,Mangoes,Fruits,Summer,high,medium,24.52555248990909,23.67,7,2022,197
2022-07-16,Grapes,Fruits,Summer,medium,medium,183.92178429832512,138.18,7,2022,197
2022-07-16,Rice,Grains,Summer,low,low,81.34682596217239,56.83,7,2022,197
2022-07-16,Wheat,Grains,Summer,low,none,133.63535955655797,98.9,7,2022,197
2022-07-16,Corn,Grains,Summer,medium,high,141.7567452209106,108.18,7,2022,197
2022-07-16,Barley,Grains,Summer,medium,high,137.40036671818504,107.23,7,2022,197
2022-07-16,Oats,Grains,Summer,low,high,153.84690491178077,96.68,7,2022,197
2022-07-16,Milk,Dairy,Summer,low,low,32.767798904079214,21.79,7,2022,197
2022-07-16,Cheese,Dairy,Summer,medium,medium,105.04880390117245,78.96,7,2022,197
2022-07-16,Butter,Dairy,Summer,low,none,69.82657540243504,48.58,7,2022,197
2022-07-16,Yogurt,Dairy,Summer,medium,medium,106.76739046017485,85.57,7,2022,197
2022-07-16,Cream,Dairy,Summer,low,none,105.37191567762689,76.43,7,2022,197
2022-07-16,Chicken,Meat,Summer,low,low,173.74447957709077,126.76,7,2022,197
2022-07-16,Beef,Meat,Summer,low,low,171.90643027011032,116.71,7,2022,197
2022-07-16,Pork,Meat,Summer,medium,low,98.93692793673839,81.1,7,2022,197
2022-07-16,Fish,Meat,Summer,low,high,187.71566949790696,105.39,7,2022,197
2022-07-16,Lamb,Meat,Summer,low,medium,131.07197290120422,91.39,7,2022,197
2022-07-23,Tomatoes,Vegetables,Summer,high,none,123.46031976759474,149.52,7,2022,204
2022-07-23,Potatoes,Vegetables,Summer,high,none,28.073642244242357,35.67,7,2022,204
2022-07-23,Onions,Vegetables,Summer,high,high,49.73670908081303,53.24,7,2022,204
2022-07-23,Carrots,Vegetables,Summer,low,high,140.76974085365143,89.16,7,2022,204
2022-07-23,Spinach,Vegetables,Summer,medium,medium,73.4109753987362,64.86,7,2022,204
2022-07-23,Apples,Fruits,Summer,low,medium,149.8508211991319,87.43,7,2022,204
2022-07-23,Bananas,Fruits,Summer,high,medium,149.162982451687,142.64,7,2022,204
2022-07-23,Oranges,Fruits,Summer,medium,low,176.88759091188152,156.24,7,2022,204
2022-07-23,Mangoes,Fruits,Summer,medium,none,164.0638782242132,136.47,7,2022,204
2022-07-23,Grapes,Fruits,Summer,low,none,95.41060223374558,67.38,7,2022,204
2022-07-23,Rice,Grains,Summer,low,medium,77.79459747566902,49.53,7,2022,204
2022-07-23,Wheat,Grains,Summer,medium,low,136.29731150091135,125.58,7,2022,204
2022-07-23,Corn,Grains,Summer,medium,low,127.76463241743753,101.35,7,2022,204
2022-07-23,Barley,Grains,Summer,high,high,40.832769202166965,37.94,7,2022,204
2022-07-23,Oats,Grains,Summer,low,low,134.81787667945412,92.77,7,2022,204
2022-07-23,Milk,Dairy,Summer,medium,high,169.2231918581884,137.74,7,2022,204
2022-07-23,Cheese,Dairy,Summer,high,medium,145.07882726167264,152.34,7,2022,204
2022-07-23,Butter,Dairy,Summer,medium,none,123.89597961221915,103.1,7,2022,204
2022-07-23,Yogurt,Dairy,Summer,high,none,120.55563136107656,147.52,7,2022,204
2022-07-23,Cream,Dairy,Summer,low,low,137.41249674654915,100.6,7,2022,204
2022-07-23,Chicken,Meat,Summer,low,medium,92.70161555062228,60.58,7,2022,204
2022-07-23,Beef,Meat,Summer,medium,high,175.11364908529316,126.63,7,2022,204
2022-07-23,Pork,Meat,Summer,high,high,89.16313162472863,90.08,7,2022,204
2022-07-23,Fish,Meat,Summer,high,high,156.68318463547035,167.96,7,2022,204
2022-07-23,Lamb,Meat,Summer,high,none,22.215746542893605,23.54,7,2022,204
2022-07-30,Tomatoes,Vegetables,Summer,high,low,90.73536056215242,94.13,7,2022,211
2022-07-30,Potatoes,Vegetables,Summer,low,high,97.49528092319736,62.79,7,2022,211
2022-07-30,Onions,Vegetables,Summer,high,none,190.39599811883832,223.53,7,2022,211
2022-07-30,Carrots,Vegetables,Summer,high,medium,88.2038500505866,90.76,7,2022,211
2022-07-30,Spinach,Vegetables,Summer,high,none,162.50964666704238,174.97,7,2022,211
2022-07-30,Apples,Fruits,Summer,medium,high,172.4851081448813,124.51,7,2022,211
2022-07-30,Bananas,Fruits,Summer,low,medium,197.84647390800654,133.03,7,2022,211
2022-07-30,Oranges,Fruits,Summer,low,low,45.29953416410494,28.06,7,2022,211
2022-07-30,Mangoes,Fruits,Summer,high,none,110.98192122388099,126.84,7,2022,211
2022-07-30,Grapes,Fruits,Summer,medium,medium,27.019282263484087,21.4,7,2022,211
2022-07-30,Rice,Grains,Summer,medium,low,48.80448856337493,43.87,7,2022,211
2022-07-30,Wheat,Grains,Summer,medium,low,102.53414159874032,94.68,7,2022,211
2022-07-30,Corn,Grains,Summer,medium,high,40.90501283609461,30.13,7,2022,211
2022-07-30,Barley,Grains,Summer,medium,high,179.91266101556263,138.88,7,2022,211
2022-07-30,Oats,Grains,Summer,high,medium,35.876306682176725,35.15,7,2022,211
2022-07-30,Milk,Dairy,Summer,medium,high,25.568776051641557,21.44,7,2022,211
2022-07-30,Cheese,Dairy,Summer,low,low,106.01812064400364,67.71,7,2022,211
2022-07-30,Butter,Dairy,Summer,high,medium,64.44333680016541,65.91,7,2022,211
2022-07-30,Yogurt,Dairy,Summer,low,medium,168.8266952833554,102.34,7,2022,211
2022-07-30,Cream,Dairy,Summer,high,high,111.34034590155359,104.86,7,2022,211
2022-07-30,Chicken,Meat,Summer,high,none,169.52393189361385,201.54,7,2022,211
2022-07-30,Beef,Meat,Summer,high,none,45.05540624222519,54.05,7,2022,211
2022-07-30,Pork,Meat,Summer,high,none,108.00160972264125,138.84,7,2022,211
2022-07-30,Fish,Meat,Summer,medium,none,178.45665718680686,170.01,7,2022,211
2022-07-30,Lamb,Meat,Summer,high,none,103.06019213971628,112.09,7,2022,211
2022-08-06,Tomatoes,Vegetables,Monsoon,low,high,173.46040074227963,102.04,8,2022,218
2022-08-06,Potatoes,Vegetables,Monsoon,high,none,43.82702822629504,46.48,8,2022,218
2022-08-06,Onions,Vegetables,Monsoon,high,high,83.62293329842083,67.09,8,2022,218
2022-08-06,Carrots,Vegetables,Monsoon,high,high,154.25480695286217,124.3,8,2022,218
2022-08-06,Spinach,Vegetables,Monsoon,low,low,142.5360607328874,78.59,8,2022,218
2022-08-06,Apples,Fruits,Monsoon,high,medium,194.52939083265716,182.55,8,2022,218
2022-08-06,Bananas,Fruits,Monsoon,medium,medium,36.861035727063836,25.49,8,2022,218
2022-08-06,Oranges,Fruits,Monsoon,high,none,108.45527195514022,114.21,8,2022,218
2022-08-06,Mangoes,Fruits,Monsoon,high,medium,99.42026845795877,100.85,8,2022,218
2022-08-06,Grapes,Fruits,Monsoon,low,medium,85.20825567774641,52.95,8,2022,218
2022-08-06,Rice,Grains,Monsoon,high,medium,102.07626963678864,100.6,8,2022,218
2022-08-06,Wheat,Grains,Monsoon,low,medium,123.23521126200319,66.73,8,2022,218
2022-08-06,Corn,Grains,Monsoon,low,none,39.66755785573186,26.1,8,2022,218
2022-08-06,Barley,Grains,Monsoon,high,medium,73.71828422513781,74.29,8,2022,218
2022-08-06,Oats,Grains,Monsoon,low,medium,100.69742996649599,59.47,8,2022,218
2022-08-06,Milk,Dairy,Monsoon,medium,high,186.7488692114156,137.89,8,2022,218
2022-08-06,Cheese,Dairy,Monsoon,high,low,25.498902276808394,25.33,8,2022,218
2022-08-06,Butter,Dairy,Monsoon,low,high,133.85793979384903,77.48,8,2022,218
2022-08-06,Yogurt,Dairy,Monsoon,high,high,80.0133179886399,71.14,8,2022,218
2022-08-06,Cream,Dairy,Monsoon,high,medium,162.8109225749626,143.27,8,2022,218
2022-08-06,Chicken,Meat,Monsoon,high,low,199.03675548079963,177.55,8,2022,218
2022-08-06,Beef,Meat,Monsoon,low,none,152.81651334107542,102.51,8,2022,218
2022-08-06,Pork,Meat,Monsoon,low,high,45.71305171415095,25.66,8,2022,218
2022-08-06,Fish,Meat,Monsoon,high,low,157.90086790320552,143.66,8,2022,218
2022-08-06,Lamb,Meat,Monsoon,medium,low,91.83803385327015,66.73,8,2022,218
2022-08-13,Tomatoes,Vegetables,Monsoon,high,low,143.73314554452276,136.5,8,2022,225
2022-08-13,Potatoes,Vegetables,Monsoon,medium,high,118.84346052989108,82.06,8,2022,225
2022-08-13,Onions,Vegetables,Monsoon,low,none,145.5961296932173,85.74,8,2022,225
2022-08-13,Carrots,Vegetables,Monsoon,medium,high,176.40996541024612,110.67,8,2022,225
2022-08-13,Spinach,Vegetables,Monsoon,medium,high,171.57339873174425,108.39,8,2022,225
2022-08-13,Apples,Fruits,Monsoon,high,medium,147.8198101559072,130.95,8,2022,225
2022-08-13,Bananas,Fruits,Monsoon,high,low,70.58080980356846,64.88,8,2022,225
2022-08-13,Oranges,Fruits,Monsoon,medium,none,67.91024225279673,55.23,8,2022,225
2022-08-13,Mangoes,Fruits,Monsoon,low,none,171.60153434191062,103.66,8,2022,225
2022-08-13,Grapes,Fruits,Monsoon,high,none,26.06045207849709,26.65,8,2022,225
2022-08-13,Rice,Grains,Monsoon,high,none,156.73005716596336,170.16,8,2022,225
2022-08-13,Wheat,Grains,Monsoon,medium,low,176.04802430333905,142.4,8,2022,225
2022-08-13,Corn,Grains,Monsoon,medium,low,119.83832264631721,90.41,8,2022,225
2022-08-13,Barley,Grains,Monsoon,low,high,62.23761951965288,32.44,8,2022,225
2022-08-13,Oats,Grains,Monsoon,low,medium,121.39200757168665,73.77,8,2022,225
2022-08-13,Milk,Dairy,Monsoon,high,medium,68.85368848040858,61.67,8,2022,225
2022-08-13,Cheese,Dairy,Monsoon,medium,medium,44.089105339944766,28.91,8,2022,225
2022-08-13,Butter,Dairy,Monsoon,high,none,154.756142142716,144.86,8,2022,225
2022-08-13,Yogurt,Dairy,Monsoon,medium,low,112.00324506270137,81.31,8,2022,225
2022-08-13,Cream,Dairy,Monsoon,high,high,147.25576774202892,139.01,8,2022,225
2022-08-13,Chicken,Meat,Monsoon,low,high,20.68758607854496,11.8,8,2022,225
2022-08-13,Beef,Meat,Monsoon,high,none,76.92862695127522,77.77,8,2022,225
2022-08-13,Pork,Meat,Monsoon,high,low,68.6707915492146,65.31,8,2022,225
2022-08-13,Fish,Meat,Monsoon,high,medium,162.0078449196813,149.63,8,2022,225
2022-08-13,Lamb,Meat,Monsoon,high,none,183.78976589379056,176.46,8,2022,225
2022-08-20,Tomatoes,Vegetables,Monsoon,low,none,27.612514860082616,19.19,8,2022,232
2022-08-20,Potatoes,Vegetables,Monsoon,high,low,171.96476643304732,157.64,8,2022,232
2022-08-20,Onions,Vegetables,Monsoon,high,none,65.7616490747652,64.05,8,2022,232
2022-08-20,Carrots,Vegetables,Monsoon,high,none,70.11909348507822,75.49,8,2022,232
2022-08-20,Spinach,Vegetables,Monsoon,low,none,189.91681496537774,120.95,8,2022,232
2022-08-20,Apples,Fruits,Monsoon,low,low,134.1811531480168,75.13,8,2022,232
2022-08-20,Bananas,Fruits,Monsoon,high,high,109.74274391102765,104.11,8,2022,232
2022-08-20,Oranges,Fruits,Monsoon,medium,high,105.67419158209806,69.97,8,2022,232
2022-08-20,Mangoes,Fruits,Monsoon,high,none,86.56638607769179,84.38,8,2022,232
2022-08-20,Grapes,Fruits,Monsoon,high,low,119.37248563760801,111.15,8,2022,232
2022-08-20,Rice,Grains,Monsoon,high,low,138.32362679062314,147.05,8,2022,232
2022-08-20,Wheat,Grains,Monsoon,low,medium,58.83332225176174,34.62,8,2022,232
2022-08-20,Corn,Grains,Monsoon,high,high,73.1542659629299,67.75,8,2022,232
2022-08-20,Barley,Grains,Monsoon,low,high,76.812921877403,43.57,8,2022,232
2022-08-20,Oats,Grains,Monsoon,low,high,55.85874948092956,27.61,8,2022,232
2022-08-20,Milk,Dairy,Monsoon,low,low,140.03599889916592,89.94,8,2022,232
2022-08-20,Cheese,Dairy,Monsoon,high,none,117.88503101592272,127.21,8,2022,232
2022-08-20,Butter,Dairy,Monsoon,medium,high,63.53999903974627,46.13,8,2022,232
2022-08-20,Yogurt,Dairy,Monsoon,medium,low,147.68893407573034,101.72,8,2022,232
2022-08-20,Cream,Dairy,Monsoon,medium,none,152.51607651093715,131.92,8,2022,232
2022-08-20,Chicken,Meat,Monsoon,low,medium,68.00153539915597,42.13,8,2022,232
2022-08-20,Beef,Meat,Monsoon,medium,low,27.498227308882836,22.0,8,2022,232
2022-08-20,Pork,Meat,Monsoon,high,none,101.88540011136567,106.41,8,2022,232
2022-08-20,Fish,Meat,Monsoon,high,low,195.68248819025845,174.66,8,2022,232
2022-08-20,Lamb,Meat,Monsoon,medium,none,158.62847811627728,117.26,8,2022,232
2022-08-27,Tomatoes,Vegetables,Monsoon,low,none,67.8049099325491,45.77,8,2022,239
2022-08-27,Potatoes,Vegetables,Monsoon,low,low,113.2328949882642,69.82,8,2022,239
2022-08-27,Onions,Vegetables,Monsoon,low,high,122.25665222081611,67.15,8,2022,239
2022-08-27,Carrots,Vegetables,Monsoon,high,none,178.26592067234924,187.14,8,2022,239
2022-08-27,Spinach,Vegetables,Monsoon,high,none,169.35736165177607,168.77,8,2022,239
2022-08-27,Apples,Fruits,Monsoon,high,high,57.277085271782816,54.68,8,2022,239
2022-08-27,Bananas,Fruits,Monsoon,low,low,147.82437772365185,91.73,8,2022,239
2022-08-27,Oranges,Fruits,Monsoon,high,high,105.21215866908426,84.78,8,2022,239
2022-08-27,Mangoes,Fruits,Monsoon,low,medium,192.4021641778767,117.14,8,2022,239
2022-08-27,Grapes,Fruits,Monsoon,medium,medium,198.43902228155972,156.1,8,2022,239
2022-08-27,Rice,Grains,Monsoon,low,none,33.60890731101514,20.33,8,2022,239
2022-08-27,Wheat,Grains,Monsoon,medium,none,55.2499551441686,45.28,8,2022,239
2022-08-27,Corn,Grains,Monsoon,low,medium,160.6379340345149,85.99,8,2022,239
2022-08-27,Barley,Grains,Monsoon,high,medium,166.00227858802475,160.79,8,2022,239
2022-08-27,Oats,Grains,Monsoon,low,medium,66.78289626370992,41.68,8,2022,239
2022-08-27,Milk,Dairy,Monsoon,low,medium,72.29081102085567,37.98,8,2022,239
2022-08-27,Cheese,Dairy,Monsoon,medium,none,144.1999527156098,125.29,8,2022,239
2022-08-27,Butter,Dairy,Monsoon,low,medium,109.51624031041503,57.34,8,2022,239
2022-08-27,Yogurt,Dairy,Monsoon,medium,medium,94.81559360346303,71.83,8,2022,239
2022-08-27,Cream,Dairy,Monsoon,medium,none,83.76819767138839,73.21,8,2022,239
2022-08-27,Chicken,Meat,Monsoon,medium,low,131.76354623918746,105.36,8,2022,239
2022-08-27,Beef,Meat,Monsoon,medium,none,118.4347353755227,93.96,8,2022,239
2022-08-27,Pork,Meat,Monsoon,medium,none,120.95740340527117,96.4,8,2022,239
2022-08-27,Fish,Meat,Monsoon,low,none,181.5814410820322,127.4,8,2022,239
2022-08-27,Lamb,Meat,Monsoon,high,medium,162.7657173194131,144.49,8,2022,239
2022-09-03,Tomatoes,Vegetables,Autumn,high,high,192.91285559237596,257.69,9,2022,246
2022-09-03,Potatoes,Vegetables,Autumn,medium,low,148.11010503428878,156.93,9,2022,246
2022-09-03,Onions,Vegetables,Autumn,low,low,66.71752097169626,56.82,9,2022,246
2022-09-03,Carrots,Vegetables,Autumn,medium,low,33.154681164862694,37.98,9,2022,246
2022-09-03,Spinach,Vegetables,Autumn,high,none,54.21937696107097,83.86,9,2022,246
2022-09-03,Apples,Fruits,Autumn,high,medium,189.86628670763974,245.41,9,2022,246
2022-09-03,Bananas,Fruits,Autumn,high,high,195.91542343847067,222.02,9,2022,246
2022-09-03,Oranges,Fruits,Autumn,high,low,105.8420191642346,147.83,9,2022,246
2022-09-03,Mangoes,Fruits,Autumn,high,high,139.98808622839147,172.37,9,2022,246
2022-09-03,Grapes,Fruits,Autumn,medium,high,158.89284397614938,134.07,9,2022,246
2022-09-03,Rice,Grains,Autumn,low,high,21.626924434272592,17.56,9,2022,246
2022-09-03,Wheat,Grains,Autumn,high,none,61.161820328649576,82.6,9,2022,246
2022-09-03,Corn,Grains,Autumn,medium,medium,77.90059813871875,80.65,9,2022,246
2022-09-03,Barley,Grains,Autumn,low,medium,37.171869916377915,26.67,9,2022,246
2022-09-03,Oats,Grains,Autumn,low,none,106.56022638854162,86.62,9,2022,246
2022-09-03,Milk,Dairy,Autumn,high,medium,71.99928900364982,101.09,9,2022,246
2022-09-03,Cheese,Dairy,Autumn,low,none,109.041534126431,95.6,9,2022,246
2022-09-03,Butter,Dairy,Autumn,low,low,134.37985621871405,121.74,9,2022,246
2022-09-03,Yogurt,Dairy,Autumn,high,low,191.1671470104587,252.28,9,2022,246
2022-09-03,Cream,Dairy,Autumn,low,high,161.75883545458026,122.78,9,2022,246
2022-09-03,Chicken,Meat,Autumn,low,low,94.80870126332039,85.64,9,2022,246
2022-09-03,Beef,Meat,Autumn,high,low,177.9240101969468,258.14,9,2022,246
2022-09-03,Pork,Meat,Autumn,low,low,155.3189911470368,141.7,9,2022,246
2022-09-03,Fish,Meat,Autumn,low,none,46.67202708139018,44.77,9,2022,246
2022-09-03,Lamb,Meat,Autumn,high,high,124.69201273805484,153.99,9,2022,246
2022-09-10,Tomatoes,Vegetables,Autumn,medium,medium,113.0057093407282,107.01,9,2022,253
2022-09-10,Potatoes,Vegetables,Autumn,high,medium,83.54907048805443,117.13,9,2022,253
2022-09-10,Onions,Vegetables,Autumn,low,low,180.66048094756542,159.5,9,2022,253
2022-09-10,Carrots,Vegetables,Autumn,high,low,105.74043199419778,135.16,9,2022,253
2022-09-10,Spinach,Vegetables,Autumn,low,high,126.40345458653296,91.36,9,2022,253
2022-09-10,Apples,Fruits,Autumn,medium,none,173.90543629158833,186.11,9,2022,253
2022-09-10,Bananas,Fruits,Autumn,high,none,73.1435244481356,103.76,9,2022,253
2022-09-10,Oranges,Fruits,Autumn,high,high,37.1095481958847,41.03,9,2022,253
2022-09-10,Mangoes,Fruits,Autumn,low,high,150.8148603502754,109.48,9,2022,253
2022-09-10,Grapes,Fruits,Autumn,medium,none,168.4618141300016,183.95,9,2022,253
2022-09-10,Rice,Grains,Autumn,high,none,28.17259066436466,36.56,9,2022,253
2022-09-10,Wheat,Grains,Autumn,medium,none,43.01602422003516,42.59,9,2022,253
2022-09-10,Corn,Grains,Autumn,medium,low,94.98184912681259,90.41,9,2022,253
2022-09-10,Barley,Grains,Autumn,high,medium,195.15406933501993,241.33,9,2022,253
2022-09-10,Oats,Grains,Autumn,high,high,74.70965220590492,81.76,9,2022,253
2022-09-10,Milk,Dairy,Autumn,medium,medium,151.28206293583935,154.65,9,2022,253
2022-09-10,Cheese,Dairy,Autumn,low,none,153.5413388525687,133.03,9,2022,253
2022-09-10,Butter,Dairy,Autumn,medium,none,74.52756301527727,85.47,9,2022,253
2022-09-10,Yogurt,Dairy,Autumn,medium,none,167.0203039710145,178.98,9,2022,253
2022-09-10,Cream,Dairy,Autumn,medium,high,182.34923541484702,187.03,9,2022,253
2022-09-10,Chicken,Meat,Autumn,low,low,155.76468674277453,132.58,9,2022,253
2022-09-10,Beef,Meat,Autumn,high,medium,138.98256576451766,180.46,9,2022,253
2022-09-10,Pork,Meat,Autumn,high,low,147.67774912506974,211.88,9,2022,253
2022-09-10,Fish,Meat,Autumn,high,high,125.07910049254009,138.12,9,2022,253
2022-09-10,Lamb,Meat,Autumn,high,none,67.75870475998406,89.72,9,2022,253
2022-09-17,Tomatoes,Vegetables,Autumn,low,none,120.81650553981119,110.75,9,2022,260
2022-09-17,Potatoes,Vegetables,Autumn,low,none,50.97606127314669,44.4,9,2022,260
2022-09-17,Onions,Vegetables,Autumn,high,high,48.624500673247034,54.35,9,2022,260
2022-09-17,Carrots,Vegetables,Autumn,high,medium,164.63325951828818,196.0,9,2022,260
2022-09-17,Spinach,Vegetables,Autumn,low,none,173.0848906569508,138.02,9,2022,260
2022-09-17,Apples,Fruits,Autumn,low,none,29.34115391331396,24.34,9,2022,260
2022-09-17,Bananas,Fruits,Autumn,low,medium,139.72631496291297,102.23,9,2022,260
2022-09-17,Oranges,Fruits,Autumn,high,none,157.64944546573025,245.6,9,2022,260
2022-09-17,Mangoes,Fruits,Autumn,high,low,109.32657551882508,138.51,9,2022,260
2022-09-17,Grapes,Fruits,Autumn,medium,none,161.51701740699045,160.8,9,2022,260
2022-09-17,Rice,Grains,Autumn,medium,low,171.01951898924193,182.86,9,2022,260
2022-09-17,Wheat,Grains,Autumn,high,high,171.79005636855243,211.27,9,2022,260
2022-09-17,Corn,Grains,Autumn,medium,none,110.19581844719548,122.05,9,2022,260
2022-09-17,Barley,Grains,Autumn,low,none,117.33222208395875,99.3,9,2022,260
2022-09-17,Oats,Grains,Autumn,low,high,106.80758502539459,84.69,9,2022,260
2022-09-17,Milk,Dairy,Autumn,high,medium,119.48727362933815,165.02,9,2022,260
2022-09-17,Cheese,Dairy,Autumn,high,low,48.309177472348765,70.5,9,2022,260
2022-09-17,Butter,Dairy,Autumn,low,high,141.08653895760165,100.27,9,2022,260
2022-09-17,Yogurt,Dairy,Autumn,high,low,132.47733792925982,191.95,9,2022,260
2022-09-17,Cream,Dairy,Autumn,medium,high,183.0956708866269,177.15,9,2022,260
2022-09-17,Chicken,Meat,Autumn,low,high,29.330443841551222,21.01,9,2022,260
2022-09-17,Beef,Meat,Autumn,high,high,75.21978791398541,93.65,9,2022,260
2022-09-17,Pork,Meat,Autumn,low,high,80.12899382037845,58.79,9,2022,260
2022-09-17,Fish,Meat,Autumn,high,none,32.30357605579255,44.21,9,2022,260
2022-09-17,Lamb,Meat,Autumn,high,low,97.89803832786727,128.54,9,2022,260
2022-09-24,Tomatoes,Vegetables,Autumn,high,medium,30.18541810640881,42.3,9,2022,267
2022-09-24,Potatoes,Vegetables,Autumn,medium,medium,135.51219151374048,137.71,9,2022,267
2022-09-24,Onions,Vegetables,Autumn,high,high,55.81858501269862,71.25,9,2022,267
2022-09-24,Carrots,Vegetables,Autumn,low,high,38.24712155956865,27.33,9,2022,267
2022-09-24,Spinach,Vegetables,Autumn,low,high,97.76340696701108,66.8,9,2022,267
2022-09-24,Apples,Fruits,Autumn,low,low,113.3661789885071,103.7,9,2022,267
2022-09-24,Bananas,Fruits,Autumn,medium,none,40.39463085094356,46.55,9,2022,267
2022-09-24,Oranges,Fruits,Autumn,low,none,146.81979704494015,125.24,9,2022,267
2022-09-24,Mangoes,Fruits,Autumn,high,medium,91.5702281395167,110.91,9,2022,267
2022-09-24,Grapes,Fruits,Autumn,medium,high,106.94714556060019,100.99,9,2022,267
2022-09-24,Rice,Grains,Autumn,medium,medium,144.1601928646618,145.44,9,2022,267
2022-09-24,Wheat,Grains,Autumn,high,low,50.97990850809998,63.28,9,2022,267
2022-09-24,Corn,Grains,Autumn,high,high,97.46745494434279,108.81,9,2022,267
2022-09-24,Barley,Grains,Autumn,low,low,119.60822290280733,104.07,9,2022,267
2022-09-24,Oats,Grains,Autumn,high,low,87.1867666032966,117.28,9,2022,267
2022-09-24,Milk,Dairy,Autumn,medium,none,140.9700869754056,155.87,9,2022,267
2022-09-24,Cheese,Dairy,Autumn,medium,none,64.91438603088476,66.75,9,2022,267
2022-09-24,Butter,Dairy,Autumn,low,low,41.07188745635035,35.11,9,2022,267
2022-09-24,Yogurt,Dairy,Autumn,high,high,58.35530156326547,63.93,9,2022,267
2022-09-24,Cream,Dairy,Autumn,medium,low,159.01418272976173,172.16,9,2022,267
2022-09-24,Chicken,Meat,Autumn,low,none,93.46730435600566,83.62,9,2022,267
2022-09-24,Beef,Meat,Autumn,high,none,65.55827705232957,88.51,9,2022,267
2022-09-24,Pork,Meat,Autumn,medium,low,150.6306638655386,164.95,9,2022,267
2022-09-24,Fish,Meat,Autumn,medium,none,58.640215515056624,64.48,9,2022,267
2022-09-24,Lamb,Meat,Autumn,medium,medium,153.70849548313691,164.04,9,2022,267
2022-10-01,Tomatoes,Vegetables,Winter,low,high,35.17423663004307,30.78,10,2022,274
2022-10-01,Potatoes,Vegetables,Winter,high,none,167.1054160460278,257.47,10,2022,274
2022-10-01,Onions,Vegetables,Winter,low,medium,199.32721157447781,176.96,10,2022,274
2022-10-01,Carrots,Vegetables,Winter,low,high,63.563974396557896,53.47,10,2022,274
2022-10-01,Spinach,Vegetables,Winter,high,high,167.3065219666407,240.11,10,2022,274
2022-10-01,Apples,Fruits,Winter,low,none,25.310729926137068,21.95,10,2022,274
2022-10-01,Bananas,Fruits,Winter,medium,high,33.88613033712474,33.56,10,2022,274
2022-10-01,Oranges,Fruits,Winter,medium,low,96.45887547650952,112.1,10,2022,274
2022-10-01,Mangoes,Fruits,Winter,medium,high,127.06457864200213,125.28,10,2022,274
2022-10-01,Grapes,Fruits,Winter,high,medium,179.2935754725058,251.4,10,2022,274
2022-10-01,Rice,Grains,Winter,medium,medium,70.99485723648752,78.47,10,2022,274
2022-10-01,Wheat,Grains,Winter,high,low,153.71866886022903,218.31,10,2022,274
2022-10-01,Corn,Grains,Winter,low,none,158.7336555629993,143.43,10,2022,274
2022-10-01,Barley,Grains,Winter,high,none,163.94937751367502,274.44,10,2022,274
2022-10-01,Oats,Grains,Winter,low,none,184.74629328520814,160.86,10,2022,274
2022-10-01,Milk,Dairy,Winter,medium,none,161.72720210091902,208.58,10,2022,274
2022-10-01,Cheese,Dairy,Winter,medium,low,134.831767283253,153.69,10,2022,274
